Cust_ID,Inv_No,Photo_Type,Inv_Date,Amount
14562,72671,Wedding.,2013-04-16,328.69
16539,72672,Passport.,2013-04-16,27.009999999999998
3119,72673,Official,2013-04-16,24.61
6107,72674,School.,2013-04-16,28.83
5228,72675,Official,2013-04-16,33.49
6524,72676,Official,2013-04-16,26.68
15978,72677,Official,2013-04-16,25.62
2886,72678,Wedding,2013-04-16,324.58
5475,72679,Wedding.,2013-04-16,329.58
3726,72680,Official,2013-04-16,31.020000000000003
4692,72681,SelfTaken.,2013-04-16,24.36
7602,72682,Official,2013-04-16,28.92
5222,72683,SelfTaken,2013-04-16,21.92
6719,72684,Engagement,2013-04-16,332.23
15577,72685,School,2013-04-16,28.12
10772,72686,School.,2013-04-16,20.759999999999998
4471,72687,Official.,2013-04-16,30.12
9571,72688,SelfTaken.,2013-04-16,20.72
16724,72689,Official,2013-04-16,25.12
9474,72690,School.,2013-04-16,25.27
9931,72691,SelfTaken.,2013-04-16,23.060000000000002
7255,72692,School.,2013-04-16,22.22
2916,72693,SelfTaken,2013-04-16,28.29
5286,72694,Official.,2013-04-16,21.130000000000003
3169,72695,,2013-04-16,20.14
9289,72696,Passport.,2013-04-16,21.35
3958,72697,Passport.,2013-04-16,26.84
14632,72698,Engagement.,2013-04-16,323.21
5670,72699,SelfTaken,2013-04-16,21.91
4721,72700,SelfTaken.,2013-04-16,34.53
13708,72701,Official,2013-04-16,22.54
11471,72702,Official,2013-04-16,29.38
6841,72703,SelfTaken.,2013-04-16,28.34
4063,72704,Wedding,2013-04-16,324.95
4675,72705,School,2013-04-16,38.22
4388,72706,Passport,2013-04-16,22.93
14787,72707,School,2013-04-16,30.27
9400,72708,Passport.,2013-04-16,32.019999999999996
16331,72709,Passport,2013-04-16,29.5
12096,72710,Official.,2013-04-16,32.69
11456,72711,Wedding,2013-04-16,326.79
10171,72712,Wedding,2013-04-16,320.38
7469,72713,SelfTaken,2013-04-16,21.52
15859,72714,Wedding.,2013-04-16,324.92
4781,72715,Passport.,2013-04-16,25.25
7914,72716,School,2013-04-16,20.07
10131,72717,Engagement.,2013-04-16,333.83
9361,72718,Passport,2013-04-16,37.18
4436,72719,SelfTaken.,2013-04-16,31.22
10018,72720,SelfTaken,2013-04-16,20.55
3693,72721,Engagement,2013-04-16,324.59
7658,72722,School.,2013-04-16,27.880000000000003
13004,72723,School.,2013-04-16,30.259999999999998
6560,72724,SelfTaken.,2013-04-16,24.72
12950,72725,Official,2013-04-16,21.34
14498,72726,Wedding.,2013-04-16,331.43
13203,72727,Official,2013-04-16,28.92
16864,72728,School.,2013-04-16,30.43
14688,72729,SelfTaken.,2013-04-16,21.27
14208,72730,SelfTaken.,2013-04-16,22.91
9532,72731,SelfTaken,2013-04-16,49.44
14134,72732,Wedding.,2013-04-16,321.29
12820,72733,School.,2013-04-16,31.46
16135,72734,Wedding.,2013-04-16,321.55
9080,72735,SelfTaken.,2013-04-16,42.15
7443,72736,Wedding.,2013-04-16,339.66
7355,72737,Passport,2013-04-16,28.35
13231,72738,,2013-04-16,24.259999999999998
5829,72739,Official,2013-04-16,22.34
9191,72740,School,2013-04-16,34.19
3293,72741,School.,2013-04-16,25.939999999999998
4008,72742,School.,2013-04-16,25.380000000000003
13656,72743,School,2013-04-16,26.66
8099,72744,SelfTaken.,2013-04-16,23.97
16547,72745,Wedding.,2013-04-16,324.27
10526,72746,Passport,2013-04-16,22.35
9218,72747,Engagement,2013-04-16,332.61
11548,72748,SelfTaken,2013-04-16,27.009999999999998
6004,72749,Engagement,2013-04-16,326.55
5458,72750,SelfTaken.,2013-04-16,26.48
13118,72751,School.,2013-04-16,40.81
9109,72752,Official.,2013-04-16,31.6
12190,72753,Wedding.,2013-04-16,322.85
9905,72754,Wedding.,2013-04-16,322.6
4617,72755,Passport.,2013-04-16,26.8
8439,72756,SelfTaken,2013-04-16,37.83
16018,72757,SelfTaken,2013-04-16,27.42
3474,72758,SelfTaken,2013-04-16,20.11
8662,72759,School,2013-04-16,43.76
5364,72760,Passport,2013-04-16,25.32
14765,72761,SelfTaken,2013-04-16,22.259999999999998
15373,72762,Official,2013-04-16,25.240000000000002
16409,72763,SelfTaken.,2013-04-16,20.759999999999998
7789,72764,Passport.,2013-04-16,37.66
5346,72765,Passport.,2013-04-16,31.060000000000002
12698,72766,Engagement,2013-04-16,330.32
12548,72767,SelfTaken.,2013-04-16,28.22
7726,72768,Engagement,2013-04-16,320.86
6556,72769,Passport,2013-04-16,24.41
11931,72770,Wedding.,2013-04-16,328.09
6717,72771,School,2013-04-16,29.16
13846,72772,Engagement.,2013-04-16,328.35
15838,72773,Wedding.,2013-04-16,341.21
3331,72774,Passport.,2013-04-16,26.18
2843,72775,Engagement,2013-04-16,334.54
6598,72776,Wedding,2013-04-16,321.15
12034,72777,Engagement,2013-04-16,328.56
2934,72778,Engagement,2013-04-16,327.43
10297,72779,Official.,2013-04-16,21.990000000000002
4393,72780,Wedding,2013-04-16,334.7
5437,72781,Passport.,2013-04-16,23.89
4635,72782,,2013-04-16,28.29
12818,72783,Wedding.,2013-04-16,320.1
6499,72784,Wedding,2013-04-16,324.56
9844,72785,Passport,2013-04-16,29.82
4362,72786,School.,2013-04-16,36.05
6002,72787,Official.,2013-04-16,34.06
10361,72788,Passport,2013-04-16,25.46
10215,72789,Engagement,2013-04-16,322.68
11231,72790,Passport,2013-04-16,22.95
13689,72791,Passport,2013-04-16,20.89
10323,72792,Official,2013-04-16,42.03
5331,72793,SelfTaken.,2013-04-16,25.96
16021,72794,SelfTaken.,2013-04-16,25.13
14381,72795,SelfTaken,2013-04-16,29.54
16844,72796,SelfTaken,2013-04-16,36.519999999999996
12255,72797,Engagement,2013-04-16,326.66
2573,72798,Engagement,2013-04-16,326.88
11491,72799,Wedding,2013-04-16,322.33
3628,72800,Official.,2013-04-16,24.82
7791,72801,Wedding.,2013-04-16,343.71
9993,72802,SelfTaken,2013-04-16,27.490000000000002
14783,72803,SelfTaken,2013-04-16,28.82
7240,72804,Wedding,2013-04-16,321.9
15227,72805,,2013-04-17,35.67
2662,72806,,2013-04-17,28.59
16626,72807,Engagement,2013-04-17,333.43
8315,72808,Official,2013-04-17,33.06
9022,72809,Official.,2013-04-17,27.93
12530,72810,SelfTaken.,2013-04-17,38.67
15548,72811,Passport.,2013-04-17,24.0
7402,72812,SelfTaken.,2013-04-17,23.47
3043,72813,,2013-04-17,27.31
16744,72814,SelfTaken.,2013-04-17,25.89
11276,72815,Passport,2013-04-17,30.78
13486,72816,Engagement,2013-04-17,335.44
14201,72817,Official,2013-04-17,22.55
12710,72818,Official.,2013-04-17,33.33
10883,72819,Engagement.,2013-04-17,329.48
9464,72820,Wedding.,2013-04-17,332.19
8072,72821,Wedding.,2013-04-17,331.33
15432,72822,Engagement,2013-04-17,326.09
2604,72823,Wedding.,2013-04-17,324.71
12113,72824,Wedding.,2013-04-17,321.0
5617,72825,Wedding,2013-04-17,326.06
14424,72826,School,2013-04-17,32.09
6646,72827,Wedding.,2013-04-17,320.3
10455,72828,Wedding.,2013-04-17,325.3
15419,72829,Engagement,2013-04-17,339.54
7150,72830,Engagement,2013-04-17,321.57
15694,72831,Official.,2013-04-17,23.75
5163,72832,SelfTaken,2013-04-17,34.61
11995,72833,SelfTaken,2013-04-17,22.59
8587,72834,Engagement.,2013-04-17,326.21
3358,72835,SelfTaken.,2013-04-17,42.39
5149,72836,Engagement,2013-04-17,320.13
9766,72837,Wedding,2013-04-17,324.89
15934,72838,Engagement,2013-04-17,332.4
10953,72839,Official.,2013-04-17,25.46
6400,72840,Official.,2013-04-17,20.32
5041,72841,,2013-04-17,26.98
3922,72842,,2013-04-17,35.47
11994,72843,Wedding,2013-04-17,324.55
5348,72844,Wedding.,2013-04-17,325.64
7801,72845,Official,2013-04-17,25.8
8565,72846,Passport,2013-04-17,24.66
8849,72847,School.,2013-04-17,34.879999999999995
11799,72848,Official,2013-04-17,24.13
12143,72849,Passport,2013-04-17,25.259999999999998
16678,72850,Official.,2013-04-17,23.73
14408,72851,Wedding,2013-04-17,321.98
9178,72852,Official.,2013-04-17,29.439999999999998
8563,72853,School,2013-04-17,22.33
13463,72854,School.,2013-04-17,26.89
8466,72855,Official.,2013-04-17,24.57
10304,72856,Engagement,2013-04-17,336.52
5103,72857,Wedding,2013-04-17,324.53
13716,72858,Engagement,2013-04-17,325.11
6938,72859,Wedding,2013-04-17,332.36
3443,72860,Passport.,2013-04-17,31.939999999999998
15145,72861,Wedding.,2013-04-17,323.52
5833,72862,,2013-04-17,27.15
6877,72863,Passport.,2013-04-17,34.2
15543,72864,SelfTaken.,2013-04-17,29.42
11476,72865,SelfTaken.,2013-04-17,29.0
10707,72866,Wedding,2013-04-17,329.55
6806,72867,School.,2013-04-17,30.66
10810,72868,School,2013-04-17,20.54
11866,72869,,2013-04-17,21.55
13423,72870,Wedding.,2013-04-17,326.51
13785,72871,Official,2013-04-17,31.1
11650,72872,SelfTaken.,2013-04-17,21.8
10944,72873,School,2013-04-17,25.79
6729,72874,Passport.,2013-04-17,21.68
15580,72875,Engagement,2013-04-17,330.86
4616,72876,Engagement.,2013-04-17,320.32
9456,72877,SelfTaken,2013-04-17,28.14
10464,72878,Wedding,2013-04-17,344.82
13034,72879,Passport,2013-04-17,23.63
9060,72880,Official,2013-04-17,24.63
14202,72881,Official,2013-04-17,33.28
12436,72882,Engagement,2013-04-17,321.0
13720,72883,Passport,2013-04-17,29.75
12600,72884,,2013-04-17,26.88
4115,72885,Engagement.,2013-04-17,320.8
8048,72886,School.,2013-04-17,49.18
7640,72887,Engagement.,2013-04-17,320.21
11005,72888,Engagement.,2013-04-17,327.06
6142,72889,School,2013-04-17,34.96
7658,72890,School,2013-04-17,37.69
3242,72891,Passport.,2013-04-17,32.24
8327,72892,SelfTaken.,2013-04-17,29.28
7114,72893,School.,2013-04-17,24.95
16814,72894,Wedding.,2013-04-17,338.02
3082,72895,Wedding,2013-04-17,320.61
10552,72896,Wedding.,2013-04-17,339.25
16610,72897,Official,2013-04-17,32.15
4516,72898,Passport,2013-04-17,21.259999999999998
12668,72899,SelfTaken,2013-04-17,27.79
6610,72900,Engagement,2013-04-17,320.88
14836,72901,Passport,2013-04-17,26.75
8070,72902,Wedding.,2013-04-17,320.9
8331,72903,Engagement.,2013-04-17,329.62
3792,72904,Official,2013-04-17,37.629999999999995
2684,72905,SelfTaken.,2013-04-17,28.29
3149,72906,Wedding.,2013-04-17,325.9
7712,72907,SelfTaken,2013-04-17,35.64
9317,72908,Passport,2013-04-17,34.879999999999995
7208,72909,Engagement.,2013-04-17,333.45
14788,72910,Engagement.,2013-04-17,322.09
3967,72911,Official,2013-04-17,23.61
7861,72912,SelfTaken,2013-04-17,24.189999999999998
4624,72913,,2013-04-17,37.45
12196,72914,Engagement.,2013-04-17,335.28
15449,72915,Passport,2013-04-17,25.25
16282,72916,Wedding.,2013-04-17,322.02
12555,72917,Engagement.,2013-04-17,324.34
10073,72918,School.,2013-04-17,22.9
12000,72919,Engagement,2013-04-17,320.3
10954,72920,Official.,2013-04-17,30.35
12603,72921,Passport,2013-04-17,29.84
13331,72922,SelfTaken.,2013-04-17,28.009999999999998
7147,72923,SelfTaken,2013-04-17,21.9
8991,72924,School.,2013-04-17,41.92
16370,72925,Official.,2013-04-17,24.95
3985,72926,Official,2013-04-17,23.9
15574,72927,Passport,2013-04-17,34.08
15224,72928,Wedding,2013-04-17,320.08
12887,72929,Passport.,2013-04-17,34.97
14990,72930,School.,2013-04-17,24.29
14205,72931,School,2013-04-17,23.78
5687,72932,Official,2013-04-17,20.439999999999998
8997,72933,Passport.,2013-04-17,29.15
2866,72934,Passport,2013-04-17,27.69
11461,72935,Engagement.,2013-04-17,338.01
8299,72936,Passport.,2013-04-17,24.62
10472,72937,School,2013-04-17,22.47
4912,72938,SelfTaken.,2013-04-17,22.86
13853,72939,Wedding.,2013-04-17,321.92
9843,72940,Engagement.,2013-04-17,335.6
13002,72941,School.,2013-04-17,36.57
10852,72942,Wedding.,2013-04-17,325.96
15698,72943,Wedding.,2013-04-17,321.86
8674,72944,School,2013-04-17,36.55
13586,72945,School,2013-04-17,34.510000000000005
13151,72946,School.,2013-04-17,32.65
10031,72947,Official.,2013-04-17,21.759999999999998
16045,72948,Official.,2013-04-17,20.009999999999998
7386,72949,Wedding.,2013-04-17,328.6
2856,72950,Passport,2013-04-17,22.59
8221,72951,Passport.,2013-04-17,27.2
16722,72952,School.,2013-04-17,45.790000000000006
16716,72953,SelfTaken,2013-04-17,30.78
16250,72954,,2013-04-17,25.74
15070,72955,Engagement.,2013-04-17,339.51
8187,72956,Wedding.,2013-04-17,328.78
15496,72957,SelfTaken.,2013-04-17,24.6
5398,72958,SelfTaken.,2013-04-17,21.29
16023,72959,Wedding,2013-04-17,320.44
3176,72960,Official,2013-04-17,23.33
16690,72961,Official,2013-04-17,22.88
9692,72962,Official,2013-04-17,22.9
10449,72963,Engagement,2013-04-17,323.27
8287,72964,SelfTaken.,2013-04-17,22.439999999999998
8621,72965,,2013-04-17,24.25
5875,72966,Wedding.,2013-04-17,325.41
13315,72967,SelfTaken.,2013-04-17,22.72
6231,72968,School.,2013-04-17,30.48
4465,72969,Engagement.,2013-04-17,334.16
12456,72970,Official.,2013-04-17,21.66
14609,72971,School.,2013-04-17,30.72
11462,72972,Official,2013-04-17,36.0
8255,72973,Official,2013-04-17,20.060000000000002
3409,72974,Passport,2013-04-17,22.5
3094,72975,School.,2013-04-17,24.04
13621,72976,School.,2013-04-17,28.619999999999997
10481,72977,,2013-04-17,20.0
8817,72978,Engagement,2013-04-17,325.29
3025,72979,SelfTaken.,2013-04-17,24.48
15794,72980,Official.,2013-04-17,27.16
15674,72981,Engagement,2013-04-17,324.39
7990,72982,School,2013-04-17,29.68
7849,72983,Wedding,2013-04-17,322.55
2919,72984,,2013-04-17,26.99
8857,72985,School.,2013-04-17,24.43
3831,72986,Wedding.,2013-04-17,327.01
14297,72987,,2013-04-17,20.09
13272,72988,Official,2013-04-17,39.69
11644,72989,Official.,2013-04-17,21.91
10066,72990,Official.,2013-04-17,28.22
7345,72991,,2013-04-17,39.43
4975,72992,Passport.,2013-04-17,27.03
8171,72993,School,2013-04-17,21.759999999999998
9054,72994,Official,2013-04-17,31.299999999999997
10050,72995,Passport,2013-04-17,24.48
12360,72996,Passport,2013-04-17,25.2
3323,72997,Engagement,2013-04-17,326.44
16584,72998,,2013-04-17,34.980000000000004
4194,72999,School,2013-04-17,31.03
13831,73000,Passport.,2013-04-17,41.269999999999996
4070,73001,Official.,2013-04-17,27.189999999999998
14431,73002,Wedding,2013-04-17,321.17
8547,73003,SelfTaken.,2013-04-17,30.46
3755,73004,,2013-04-17,28.810000000000002
4666,73005,Wedding,2013-04-17,335.5
10485,73006,Engagement,2013-04-17,329.02
16233,73007,,2013-04-17,32.31
3144,73008,School,2013-04-17,20.25
2755,73009,Wedding.,2013-04-17,326.06
13472,73010,Wedding,2013-04-17,323.84
6625,73011,Official.,2013-04-17,31.77
12724,73012,Passport.,2013-04-17,25.29
12763,73013,School,2013-04-17,32.81
11345,73014,School.,2013-04-17,23.96
14931,73015,,2013-04-17,49.01
16355,73016,Official,2013-04-17,21.39
7201,73017,Official,2013-04-17,27.18
10880,73018,Engagement.,2013-04-17,328.01
9538,73019,School.,2013-04-17,32.95
10418,73020,School,2013-04-17,23.259999999999998
16323,73021,Passport,2013-04-17,20.39
15475,73022,Official,2013-04-17,21.0
7441,73023,,2013-04-17,24.47
5618,73024,Official.,2013-04-17,30.22
8294,73025,Passport,2013-04-17,29.25
13250,73026,SelfTaken,2013-04-17,23.310000000000002
10647,73027,School,2013-04-17,20.439999999999998
9050,73028,,2013-04-17,31.83
15630,73029,Wedding,2013-04-17,334.91
7795,73030,School.,2013-04-17,39.99
12708,73031,Wedding,2013-04-17,323.91
12676,73032,Wedding,2013-04-17,323.02
2994,73033,Engagement.,2013-04-17,322.56
14634,73034,Engagement.,2013-04-17,324.28
6526,73035,Engagement.,2013-04-17,339.86
10441,73036,Official,2013-04-17,34.239999999999995
12128,73037,School,2013-04-17,21.310000000000002
4713,73038,School,2013-04-17,23.79
9766,73039,,2013-04-17,21.78
15188,73040,SelfTaken,2013-04-17,24.07
3576,73041,Engagement.,2013-04-17,324.31
16758,73042,Official.,2013-04-17,24.490000000000002
15270,73043,Official,2013-04-17,26.03
13175,73044,Official.,2013-04-17,35.64
4015,73045,Passport.,2013-04-17,32.12
7779,73046,School,2013-04-17,26.33
7861,73047,Official.,2013-04-17,39.3
14846,73048,Official.,2013-04-17,32.58
5140,73049,School,2013-04-17,31.61
13376,73050,Official,2013-04-17,30.240000000000002
12702,73051,Engagement,2013-04-17,329.62
13719,73052,Passport.,2013-04-17,20.71
4412,73053,Engagement,2013-04-17,331.66
14885,73054,Engagement,2013-04-17,326.84
12203,73055,School,2013-04-17,20.92
6724,73056,,2013-04-17,29.42
5700,73057,Engagement,2013-04-17,322.65
6142,73058,Passport.,2013-04-17,39.57
14157,73059,School,2013-04-17,23.4
14039,73060,Passport.,2013-04-17,38.75
13933,73061,Wedding.,2013-04-17,332.57
8825,73062,SelfTaken,2013-04-17,30.13
3376,73063,School,2013-04-17,25.3
5850,73064,SelfTaken,2013-04-17,29.38
3418,73065,Wedding,2013-04-17,328.55
6989,73066,SelfTaken.,2013-04-17,20.0
13257,73067,School.,2013-04-17,29.990000000000002
7334,73068,School.,2013-04-17,28.71
5350,73069,SelfTaken,2013-04-17,23.75
6930,73070,Passport,2013-04-17,29.6
9384,73071,Wedding,2013-04-17,322.56
3788,73072,Official,2013-04-17,21.64
12882,73073,Official.,2013-04-17,34.93
10979,73074,,2013-04-17,21.85
4382,73075,,2013-04-17,24.61
16713,73076,,2013-04-18,26.02
9238,73077,Wedding.,2013-04-18,321.51
13651,73078,Official,2013-04-18,24.71
13438,73079,Passport.,2013-04-18,28.11
16290,73080,School,2013-04-18,23.759999999999998
11561,73081,SelfTaken,2013-04-18,37.36
6339,73082,School,2013-04-18,21.85
5576,73083,Official,2013-04-18,28.509999999999998
2968,73084,SelfTaken.,2013-04-18,25.75
7071,73085,SelfTaken.,2013-04-18,20.83
2793,73086,,2013-04-18,23.72
5670,73087,Passport,2013-04-18,33.64
15374,73088,Official,2013-04-18,22.34
5759,73089,Engagement,2013-04-18,330.15
10797,73090,Official,2013-04-18,30.85
4269,73091,Engagement.,2013-04-18,327.19
9929,73092,SelfTaken.,2013-04-18,29.75
7326,73093,SelfTaken,2013-04-18,20.02
7832,73094,Wedding.,2013-04-18,323.39
16633,73095,School,2013-04-18,28.54
6037,73096,Passport,2013-04-18,42.91
7012,73097,Official.,2013-04-18,21.73
5835,73098,,2013-04-18,32.230000000000004
16130,73099,School,2013-04-18,20.83
16193,73100,Engagement.,2013-04-18,327.16
12350,73101,School,2013-04-18,24.43
7202,73102,,2013-04-18,21.68
2570,73103,Passport,2013-04-18,27.5
8637,73104,School.,2013-04-18,27.22
4945,73105,School.,2013-04-18,25.869999999999997
4274,73106,Official.,2013-04-18,31.72
10321,73107,Official,2013-04-18,22.59
13861,73108,School.,2013-04-18,28.23
2901,73109,Engagement,2013-04-18,324.94
13869,73110,Engagement,2013-04-18,330.82
6763,73111,Engagement.,2013-04-18,331.29
10258,73112,School.,2013-04-18,29.88
7546,73113,Passport,2013-04-18,29.22
10241,73114,Engagement,2013-04-18,328.54
12767,73115,SelfTaken.,2013-04-18,29.59
16658,73116,Wedding,2013-04-18,328.29
3944,73117,Engagement,2013-04-18,322.06
12971,73118,Engagement,2013-04-18,323.17
10362,73119,Wedding.,2013-04-18,329.68
10707,73120,Passport,2013-04-18,27.810000000000002
3521,73121,SelfTaken.,2013-04-18,37.56
4230,73122,Official,2013-04-18,29.8
6620,73123,,2013-04-18,26.93
9003,73124,,2013-04-18,21.46
7344,73125,Wedding.,2013-04-18,333.89
11845,73126,Official,2013-04-18,28.72
12293,73127,Wedding,2013-04-18,321.77
4749,73128,SelfTaken.,2013-04-18,25.5
13292,73129,Engagement.,2013-04-18,323.68
9164,73130,School.,2013-04-18,20.52
2787,73131,Wedding,2013-04-18,326.14
13983,73132,SelfTaken.,2013-04-18,20.23
8181,73133,Official,2013-04-18,24.21
10393,73134,Wedding.,2013-04-18,336.08
5852,73135,School,2013-04-18,24.009999999999998
8156,73136,School,2013-04-18,28.490000000000002
4031,73137,Engagement.,2013-04-18,327.11
13422,73138,Engagement,2013-04-18,326.18
3218,73139,Official.,2013-04-18,31.65
12683,73140,Engagement.,2013-04-18,336.97
11875,73141,,2013-04-18,22.38
12003,73142,Passport,2013-04-18,35.08
8178,73143,,2013-04-18,28.73
5247,73144,Official.,2013-04-18,29.1
13276,73145,Engagement,2013-04-18,322.75
6730,73146,Passport,2013-04-18,36.39
3902,73147,Official,2013-04-18,22.990000000000002
6493,73148,Passport.,2013-04-18,28.63
12580,73149,SelfTaken.,2013-04-18,25.39
16041,73150,School,2013-04-18,22.78
2998,73151,Official.,2013-04-18,25.060000000000002
8786,73152,Engagement,2013-04-18,327.65
14011,73153,Passport.,2013-04-18,20.58
8315,73154,,2013-04-18,39.63
9511,73155,Engagement,2013-04-18,325.98
3810,73156,Wedding.,2013-04-18,320.13
4712,73157,Passport.,2013-04-18,23.83
7351,73158,Passport,2013-04-18,28.57
5564,73159,Wedding.,2013-04-18,337.46
3395,73160,Wedding.,2013-04-18,325.18
14038,73161,School,2013-04-18,31.200000000000003
8713,73162,Passport.,2013-04-18,21.9
13809,73163,Wedding.,2013-04-18,339.01
8573,73164,SelfTaken,2013-04-18,30.76
4913,73165,,2013-04-18,46.400000000000006
14990,73166,School.,2013-04-18,25.16
4609,73167,School.,2013-04-18,28.13
16552,73168,Engagement.,2013-04-18,333.5
9577,73169,School.,2013-04-18,31.939999999999998
5533,73170,Engagement.,2013-04-18,329.51
13126,73171,Engagement,2013-04-18,335.81
13145,73172,School,2013-04-18,23.04
14798,73173,Wedding,2013-04-18,327.92
14767,73174,Engagement.,2013-04-18,340.58
3428,73175,SelfTaken.,2013-04-18,21.759999999999998
14886,73176,SelfTaken.,2013-04-18,30.259999999999998
4604,73177,Engagement.,2013-04-18,321.09
2571,73178,Wedding.,2013-04-18,323.41
6838,73179,Official,2013-04-18,23.43
13263,73180,Passport,2013-04-18,21.509999999999998
16468,73181,Wedding,2013-04-18,323.16
14783,73182,Passport.,2013-04-18,37.57
3168,73183,SelfTaken.,2013-04-18,43.69
3494,73184,Passport,2013-04-18,21.89
8748,73185,,2013-04-18,20.21
11279,73186,SelfTaken.,2013-04-18,20.21
12874,73187,Passport,2013-04-18,26.25
11785,73188,Official.,2013-04-18,28.1
7476,73189,Wedding,2013-04-18,333.24
14409,73190,Engagement,2013-04-18,333.58
9640,73191,Wedding.,2013-04-18,321.02
6979,73192,Official.,2013-04-18,32.46
2804,73193,Passport,2013-04-18,22.189999999999998
12727,73194,Official,2013-04-18,24.1
15099,73195,Engagement.,2013-04-18,334.57
15237,73196,School.,2013-04-18,23.37
4470,73197,SelfTaken,2013-04-18,20.64
15708,73198,Engagement,2013-04-18,325.08
7975,73199,Official,2013-04-18,28.52
8711,73200,Engagement.,2013-04-18,329.77
12691,73201,School.,2013-04-18,21.2
15442,73202,Wedding,2013-04-18,325.7
14501,73203,Official.,2013-04-18,22.59
13534,73204,Engagement.,2013-04-18,335.12
2580,73205,SelfTaken,2013-04-18,20.630000000000003
15849,73206,School,2013-04-18,30.560000000000002
15906,73207,SelfTaken.,2013-04-18,31.83
13951,73208,Engagement,2013-04-18,336.46
12156,73209,SelfTaken.,2013-04-18,25.72
7924,73210,,2013-04-18,21.87
14680,73211,SelfTaken.,2013-04-18,28.12
4471,73212,SelfTaken.,2013-04-18,23.23
14150,73213,Passport,2013-04-18,25.45
4873,73214,Official.,2013-04-18,32.66
9509,73215,Wedding,2013-04-18,333.75
12009,73216,Passport,2013-04-18,42.22
6388,73217,Official,2013-04-18,26.17
14031,73218,SelfTaken,2013-04-18,25.46
16131,73219,Wedding,2013-04-18,333.19
16772,73220,Passport,2013-04-18,20.11
7703,73221,SelfTaken,2013-04-18,25.73
9042,73222,,2013-04-18,25.36
15891,73223,Passport.,2013-04-18,31.46
3316,73224,Official.,2013-04-18,21.45
2719,73225,School,2013-04-18,32.26
3507,73226,SelfTaken.,2013-04-18,27.91
12112,73227,Engagement,2013-04-18,337.4
11390,73228,Passport,2013-04-18,24.98
12343,73229,School,2013-04-18,33.629999999999995
3455,73230,Wedding.,2013-04-18,329.98
12769,73231,Engagement,2013-04-18,323.41
10868,73232,SelfTaken.,2013-04-18,24.48
4458,73233,School.,2013-04-18,25.07
3798,73234,SelfTaken,2013-04-18,27.1
14700,73235,Passport,2013-04-18,20.990000000000002
9862,73236,Wedding,2013-04-18,322.36
11304,73237,School,2013-04-18,24.560000000000002
4942,73238,Wedding,2013-04-18,320.37
14698,73239,Wedding.,2013-04-18,335.37
4597,73240,Official.,2013-04-18,20.57
14086,73241,SelfTaken.,2013-04-18,20.11
6947,73242,Wedding.,2013-04-18,324.74
14086,73243,Official.,2013-04-18,35.35
12656,73244,Passport.,2013-04-18,28.259999999999998
8116,73245,School,2013-04-18,31.4
6825,73246,Passport.,2013-04-18,20.78
2764,73247,School,2013-04-18,29.130000000000003
15618,73248,Wedding.,2013-04-18,327.06
13542,73249,Engagement,2013-04-18,332.65
6664,73250,School.,2013-04-18,30.49
5695,73251,Wedding,2013-04-18,344.58
8529,73252,Passport,2013-04-18,35.79
3154,73253,Passport,2013-04-18,25.59
16477,73254,SelfTaken.,2013-04-18,27.8
10862,73255,Engagement,2013-04-18,329.77
6197,73256,Passport,2013-04-18,29.0
6810,73257,Passport,2013-04-18,24.060000000000002
7074,73258,Engagement,2013-04-18,326.17
2591,73259,School,2013-04-18,20.21
7769,73260,Official,2013-04-18,25.560000000000002
10507,73261,,2013-04-18,28.259999999999998
5720,73262,Wedding.,2013-04-18,332.55
9140,73263,,2013-04-18,27.7
3933,73264,Official.,2013-04-18,35.19
12777,73265,Official.,2013-04-18,27.08
8403,73266,Official,2013-04-18,25.72
13022,73267,Passport,2013-04-18,21.47
15437,73268,Engagement,2013-04-18,337.67
9946,73269,SelfTaken,2013-04-18,24.64
7219,73270,SelfTaken.,2013-04-18,24.89
7122,73271,Engagement,2013-04-18,326.0
3322,73272,,2013-04-18,22.47
7705,73273,Engagement,2013-04-18,323.47
16320,73274,School.,2013-04-18,23.72
16584,73275,School.,2013-04-18,29.38
5715,73276,Passport.,2013-04-18,20.54
5081,73277,Engagement.,2013-04-18,329.62
6070,73278,Wedding,2013-04-18,331.91
6031,73279,Official.,2013-04-18,25.54
8260,73280,SelfTaken.,2013-04-18,27.2
11709,73281,Wedding,2013-04-18,329.35
12012,73282,School,2013-04-18,21.04
3802,73283,Wedding.,2013-04-18,329.26
13796,73284,School,2013-04-18,36.11
10508,73285,SelfTaken,2013-04-18,25.85
11560,73286,,2013-04-18,21.17
3376,73287,School.,2013-04-18,25.29
11597,73288,Wedding,2013-04-18,323.8
13985,73289,School.,2013-04-18,25.68
4589,73290,School.,2013-04-18,36.89
16970,73291,SelfTaken.,2013-04-18,33.14
8417,73292,Engagement.,2013-04-18,329.03
7556,73293,Wedding,2013-04-18,322.23
11170,73294,School.,2013-04-18,30.8
9351,73295,Wedding,2013-04-18,331.45
7543,73296,Official,2013-04-18,38.07
16848,73297,Official,2013-04-18,22.2
12304,73298,SelfTaken,2013-04-18,27.02
7795,73299,Official.,2013-04-18,32.12
6751,73300,,2013-04-18,37.21
12648,73301,School.,2013-04-18,27.89
4338,73302,Engagement,2013-04-18,322.08
2831,73303,Official.,2013-04-18,25.33
4822,73304,Engagement.,2013-04-18,320.7
4940,73305,Wedding,2013-04-18,331.41
